id,gdp_name,contract_type,contract_value,project_id,project_name,program_name,portfolio,slt,director_or_general_manager,start_date,end_date,month,year,actual_invoiced,invoice_type
22067,TCS,T&M,,97628,Generic Product - Crew,Crew Communications_ iCrew and DBMS,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,36819.38,T&M
22068,TCS,T&M,,97628,Generic Product - Crew,Crew Communications_ iCrew and DBMS,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,39361.31,T&M
22069,TCS,T&M,,97628,Generic Product - Crew,Crew Resourcing,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,41343.59,T&M
22070,TCS,T&M,,97630,IT Risk - Flight Operations,Data Events & Services,Enterprise Technology Services,Matthew Cincera,,01-01-2023,31-01-2023,1,23,2193.84,T&M
22071,TCS,T&M,,97630,IT Risk - Flight Operations,Data Events & Services,Enterprise Technology Services,Matthew Cincera,,01-02-2023,28-02-2023,2,23,2792.16,T&M
22072,TCS,T&M,,97630,IT Risk - Flight Operations,Plan Flight,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,4181.4,T&M
22073,TCS,T&M,,97630,IT Risk - Flight Operations,Plan Flight,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,836.28,T&M
22074,TCS,T&M,,97631,Zulu - Flight Operations,Data Events & Services,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,24126.88,T&M
22075,TCS,T&M,,97631,Zulu - Flight Operations,Data Events & Services,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,28720,T&M
22076,TCS,T&M,,97631,Zulu - Flight Operations,SOA_ Operational Data Governance,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,6382.4,T&M
22077,TCS,T&M,,97631,Zulu - Flight Operations,EQS SOA and ODE QA Support,Revenue_ Loyalty & Data Analytics,Matthew Cincera,,01-01-2023,31-01-2023,1,23,10850.08,T&M
22078,TCS,T&M,,97631,Zulu - Flight Operations,EQS SOA and ODE QA Support,Revenue_ Loyalty & Data Analytics,Matthew Cincera,,01-02-2023,28-02-2023,2,23,6382.4,T&M
22079,TCS,T&M,,97631,Zulu - Flight Operations,Plan Flight,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,3136.05,T&M
22080,TCS,T&M,,97631,Zulu - Flight Operations,Aircraft Weight & Balance,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,12080.56,T&M
22081,TCS,T&M,,97631,Zulu - Flight Operations,Aircraft Weight & Balance,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,19238.47,T&M
22082,TCS,T&M,,97631,Zulu - Flight Operations,Delta Connections,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,9700.85,T&M
22083,TCS,T&M,,97631,Zulu - Flight Operations,Delta Connections,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,10193.32,T&M
22084,TCS,T&M,,97631,Zulu - Flight Operations,Monitor Flight,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,2671.22,T&M
22085,TCS,T&M,,97631,Zulu - Flight Operations,Monitor Flight,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,1325.05,T&M
22086,TCS,T&M,,97631,Zulu - Flight Operations,Movement,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,3019.9,T&M
22087,TCS,T&M,,97631,Zulu - Flight Operations,Movement,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,2787.6,T&M
22088,TCS,T&M,,97631,Zulu - Flight Operations,Operations Communication & Reporting,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,9254.48,T&M
22089,TCS,T&M,,97631,Zulu - Flight Operations,Operations Communication & Reporting,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,18987.64,T&M
22090,TCS,T&M,,97631,Zulu - Flight Operations,SRE Flight Operations,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,2552.96,T&M
22091,TCS,T&M,,97632,Generic Product - Flight Operations,Data Events & Services,Enterprise Technology Services,Matthew Cincera,,01-01-2023,31-01-2023,1,23,38976.21,T&M
22092,TCS,T&M,,97632,Generic Product - Flight Operations,Data Events & Services,Enterprise Technology Services,Matthew Cincera,,01-02-2023,28-02-2023,2,23,39123.53,T&M
22093,TCS,T&M,,97632,Generic Product - Flight Operations,Plan Flight,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,24109.73,T&M
22094,TCS,T&M,,97632,Generic Product - Flight Operations,Plan Flight,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,31686.14,T&M
22095,TCS,T&M,,97632,Generic Product - Flight Operations,Aircraft Weight & Balance,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,24651.08,T&M
22096,TCS,T&M,,97632,Generic Product - Flight Operations,Aircraft Weight & Balance,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,21971.88,T&M
22097,TCS,T&M,,97632,Generic Product - Flight Operations,Delta Connections,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,5770.4,T&M
22098,TCS,T&M,,97632,Generic Product - Flight Operations,Delta Connections,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,4859.78,T&M
22099,TCS,T&M,,97632,Generic Product - Flight Operations,Monitor Flight,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,22076.75,T&M
22100,TCS,T&M,,97632,Generic Product - Flight Operations,Monitor Flight,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,30883.76,T&M
22101,TCS,T&M,,97632,Generic Product - Flight Operations,Movement,Enterprise Technology Services,Matthew Cincera,,01-01-2023,31-01-2023,1,23,8935.36,T&M
22102,TCS,T&M,,97632,Generic Product - Flight Operations,Movement,Enterprise Technology Services,Matthew Cincera,,01-02-2023,28-02-2023,2,23,12764.8,T&M
22103,TCS,T&M,,97632,Generic Product - Flight Operations,Movement,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,8502.18,T&M
22104,TCS,T&M,,97632,Generic Product - Flight Operations,Movement,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,7294.22,T&M
22105,TCS,T&M,,97632,Generic Product - Flight Operations,Operations Communication & Reporting,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,7284.61,T&M
22106,TCS,T&M,,97632,Generic Product - Flight Operations,Operations Communication & Reporting,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,16874.63,T&M
22107,TCS,T&M,,97632,Generic Product - Flight Operations,SRE Flight Operations,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,5744.16,T&M
22108,TCS,T&M,,97632,Generic Product - Flight Operations,SRE Flight Operations,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,15317.76,T&M
22109,TCS,T&M,,97637,Operations Technology - Shared Services Bucket,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,1983.98,T&M
22110,TCS,T&M,,97637,Operations Technology - Shared Services Bucket,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-02-2023,28-02-2023,2,23,1897.72,T&M
22111,TCS,T&M,,97643,Generic Product - Corporate Communications,Corporate Communication and Systems,Corporate Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,14381.04,T&M
22112,TCS,T&M,,97643,Generic Product - Corporate Communications,Corporate Communication and Systems,Corporate Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,16109.92,T&M
22113,TCS,T&M,,97647,Generic Product - Enterprise Resource Planning (ERP),SAP CoE Security,Corporate Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,9573.6,T&M
22114,TCS,T&M,,97647,Generic Product - Enterprise Resource Planning (ERP),SAP CoE Security,Corporate Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,11807.44,T&M
22115,TCS,T&M,,97651,Generic Product - HR,EQS Rev Acct and Ticketing QA,Corporate Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,10417.92,T&M
22116,TCS,T&M,,97651,Generic Product - HR,EQS Rev Acct and Ticketing QA,Corporate Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,3255.6,T&M
22117,TCS,T&M,,97651,Generic Product - HR,HR IT - SAP Development,Corporate Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,8297.12,T&M
22118,TCS,T&M,,97651,Generic Product - HR,HR IT - SAP Development,Corporate Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,12764.8,T&M
22119,TCS,T&M,,97651,Generic Product - HR,HR IT - Non-SAP,Corporate Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,39878.72,T&M
22120,TCS,T&M,,97651,Generic Product - HR,HR IT - Non-SAP,Corporate Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,41526.88,T&M
22121,TCS,T&M,,97656,Corporate Technology - Shared Services Bukcet,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,1638.94,T&M
22122,TCS,T&M,,97656,Corporate Technology - Shared Services Bukcet,Network Services Data Center,IT Infrastucture & Reliability,David Smith,,01-02-2023,28-02-2023,2,23,1035.12,T&M
22123,TCS,T&M,,97656,Corporate Technology - Shared Services Bukcet,Database Administration,IT Infrastucture & Reliability,David Smith,,01-01-2023,31-01-2023,1,23,69.69,T&M
22124,TCS,T&M,,97656,Corporate Technology - Shared Services Bukcet,Database Administration,IT Infrastucture & Reliability,David Smith,,01-02-2023,28-02-2023,2,23,278.76,T&M
22125,TCS,T&M,,97661,Zulu - Retail Platform,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,464.6,T&M
22126,TCS,T&M,,97661,Zulu - Retail Platform,Flight Engine,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,1701.6,T&M
22127,TCS,T&M,,97662,Generic Product - Retail Platform,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,10453.5,T&M
22128,TCS,T&M,,97662,Generic Product - Retail Platform,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,13334.02,T&M
22129,TCS,T&M,,97662,Generic Product - Retail Platform,Ancillary Engine,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,13946.66,T&M
22130,TCS,T&M,,97662,Generic Product - Retail Platform,Ancillary Engine,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,9724.07,T&M
22131,TCS,T&M,,97662,Generic Product - Retail Platform,Flight Engine,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,20548.64,T&M
22132,TCS,T&M,,97662,Generic Product - Retail Platform,Flight Engine,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,70789.92,T&M
22133,TCS,T&M,,97662,Generic Product - Retail Platform,EQS SOA and ODE QA Support,Revenue_ Loyalty & Data Analytics,Matthew Cincera,,01-01-2023,31-01-2023,1,23,23.93,T&M
22134,TCS,T&M,,97662,Generic Product - Retail Platform,Retail APIs,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,11570.88,T&M
22135,TCS,T&M,,97662,Generic Product - Retail Platform,Retail APIs,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,13612.8,T&M
22136,TCS,T&M,,97662,Generic Product - Retail Platform,Airport ATW Support,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,3286.94,T&M
22137,TCS,T&M,,97662,Generic Product - Retail Platform,Airport ATW Support,Revenue_ Loyalty & Data Analytics,Matthew Cincera,,01-02-2023,28-02-2023,2,23,3262.99,T&M
22138,TCS,T&M,,97666,Generic Product - Inventory (Flight),Inventory Tools_ Availability and Online Inventory,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,48514.58,T&M
22139,TCS,T&M,,97666,Generic Product - Inventory (Flight),Inventory Tools_ Availability and Online Inventory,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,64263.33,T&M
22140,TCS,T&M,,97669,Zulu - Product Manufacturing,Data Events & Services,Revenue_ Loyalty & Data Analytics,Narayanan Krishnakumar,,01-12-2022,31-12-2022,12,22,1814,T&M
22141,TCS,T&M,,97669,Zulu - Product Manufacturing,Inventory Tools_ Availability and Online Inventory,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,3461.27,T&M
22142,TCS,T&M,,97669,Zulu - Product Manufacturing,Inventory Tools_ Availability and Online Inventory,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,3763.26,T&M
22143,TCS,T&M,,97670,Generic Product - Product Manufacturing,IT RM_ Loyalty_ Ancillaries and Branded Fares,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,8848.32,T&M
22144,TCS,T&M,,97670,Generic Product - Product Manufacturing,IT RM_ Loyalty_ Ancillaries and Branded Fares,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,12932.16,T&M
22355,IBM,T&M,152546046,97443,SOW Name : IT Staff Augmentation Services,Various,Channels Technology,MATTHEW CINCERA,,,,12,22,656558.69,
22145,TCS,T&M,,97670,Generic Product - Product Manufacturing,Pricing Tools_ Network Tools and Optimization,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,3136.05,T&M
22146,TCS,T&M,,97670,Generic Product - Product Manufacturing,Pricing Tools_ Network Tools and Optimization,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,3972.33,T&M
22147,TCS,T&M,,97674,Generic Product - Scheduling,Service Recovery Systems,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,27388.67,T&M
22148,TCS,T&M,,97674,Generic Product - Scheduling,Service Recovery Systems,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,30219.22,T&M
22149,TCS,T&M,,97678,Generic Product - Service Recovery (Rebooking+),Service Recovery Systems,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,40219.4,T&M
22150,TCS,T&M,,97678,Generic Product - Service Recovery (Rebooking+),Service Recovery Systems,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,42252.86,T&M
22151,TCS,T&M,,97682,Generic Product - Trip Servicing,Upgrade Management,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,8297.12,T&M
22152,TCS,T&M,,97682,Generic Product - Trip Servicing,Upgrade Management,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,12126.56,T&M
22153,TCS,T&M,,97684,IT Risk - Financial Document Management,SOA Governance and Engagements,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,159.56,T&M
22154,TCS,T&M,,97684,IT Risk - Financial Document Management,SOA Governance and Engagements,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,478.68,T&M
22155,TCS,T&M,,97686,Generic Product - Financial Document Management,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,1858.4,T&M
22156,TCS,T&M,,97686,Generic Product - Financial Document Management,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,3484.5,T&M
22157,TCS,T&M,,97686,Generic Product - Financial Document Management,SOA Governance and Engagements,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,10052.28,T&M
22158,TCS,T&M,,97686,Generic Product - Financial Document Management,SOA Governance and Engagements,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,8456.68,T&M
22159,TCS,T&M,,97688,IT Risk - Revenue Accounting,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,319.12,T&M
22160,TCS,T&M,,97688,IT Risk - Revenue Accounting,Revenue Pipeline Planning & Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,1522.32,T&M
22161,TCS,T&M,,97688,IT Risk - Revenue Accounting,Revenue Pipeline Planning & Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,1486.72,T&M
22162,TCS,T&M,,97689,Zulu - Revenue Accounting,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,2393.4,T&M
22163,TCS,T&M,,97689,Zulu - Revenue Accounting,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,2313.62,T&M
22164,TCS,T&M,,97689,Zulu - Revenue Accounting,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,1190,T&M
22165,TCS,T&M,,97689,Zulu - Revenue Accounting,Revenue Pipeline Planning & Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,5949.6,T&M
22166,TCS,T&M,,97689,Zulu - Revenue Accounting,Revenue Pipeline Planning & Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,6432,T&M
22167,TCS,T&M,,97689,Zulu - Revenue Accounting,Revenue Pipeline Planning & Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-12-2022,31-12-2022,12,22,3178,T&M
22168,TCS,T&M,,97690,Generic Product - Revenue Accounting,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,17226.84,T&M
22169,TCS,T&M,,97690,Generic Product - Revenue Accounting,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,14966.72,T&M
22170,TCS,T&M,,97690,Generic Product - Revenue Accounting,Revenue Pipeline Planning & Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,15936.99,T&M
22171,TCS,T&M,,97690,Generic Product - Revenue Accounting,Revenue Pipeline Planning & Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,18070.23,T&M
22172,TCS,T&M,,97690,Generic Product - Revenue Accounting,BARTS/SOFRS,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,13872.32,T&M
22173,TCS,T&M,,97690,Generic Product - Revenue Accounting,BARTS/SOFRS,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,16821.36,T&M
22174,TCS,T&M,,97697,Zulu - Enterprise Data Services,Data Ingestion,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,354.64,T&M
22175,TCS,T&M,,97698,Generic Product - Enterprise Data Services,Data Ingestion,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,35290.05,T&M
22176,TCS,T&M,,97698,Generic Product - Enterprise Data Services,Data Ingestion,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,41283.13,T&M
22177,TCS,T&M,,97698,Generic Product - Enterprise Data Services,Data Science Operations,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,6383.52,T&M
22178,TCS,T&M,,97698,Generic Product - Enterprise Data Services,Data Tools,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,10850.08,T&M
22179,TCS,T&M,,97698,Generic Product - Enterprise Data Services,Data Tools,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,3191.2,T&M
22180,TCS,T&M,,97698,Generic Product - Enterprise Data Services,EII - EDW Sourcing and Tools Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,8153.73,T&M
22181,TCS,T&M,,97698,Generic Product - Enterprise Data Services,EII - EDW Sourcing and Tools Support,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,7944.66,T&M
22182,TCS,T&M,,97701,Zulu - Loyalty,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,3191.2,T&M
22183,TCS,T&M,,97702,Generic Product - Loyalty,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,67982.84,T&M
22184,TCS,T&M,,97702,Generic Product - Loyalty,SkyMiles and Loyalty Development,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,85022.55,T&M
22185,TCS,T&M,,97702,Generic Product - Loyalty,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,10530.96,T&M
22186,TCS,T&M,,97702,Generic Product - Loyalty,EQS RM and Loyalty,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,12764.8,T&M
22187,TCS,T&M,,97705,Zulu - Reference Data,SOA_ Operational Data Governance,Enterprise Technology Services,Matthew Schrag,,01-01-2023,31-01-2023,1,23,4308.12,T&M
22188,TCS,T&M,,97705,Zulu - Reference Data,SOA_ Operational Data Governance,Enterprise Technology Services,Matthew Schrag,,01-02-2023,28-02-2023,2,23,4786.8,T&M
22189,TCS,T&M,,97705,Zulu - Reference Data,SOA_ Operational Data Governance,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,2393.4,T&M
22190,TCS,T&M,,97706,Generic Product - Reference Data,SOA_ Operational Data Governance,Enterprise Technology Services,Matthew Schrag,,01-01-2023,31-01-2023,1,23,3989,T&M
22191,TCS,T&M,,97706,Generic Product - Reference Data,SOA_ Operational Data Governance,Enterprise Technology Services,Matthew Schrag,,01-02-2023,28-02-2023,2,23,1595.6,T&M
22192,TCS,T&M,,97706,Generic Product - Reference Data,SOA_ Operational Data Governance,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,797.8,T&M
22193,TCS,T&M,,97707,"Revenue, Loyalty & Data Analytics - Shared Services Bucket",EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-01-2023,31-01-2023,1,23,5860.08,T&M
22194,TCS,T&M,,97707,"Revenue, Loyalty & Data Analytics - Shared Services Bucket",EQS Performance,Enterprise Technology Services,Narayanan Krishnakumar,,01-02-2023,28-02-2023,2,23,15626.88,T&M
22195,TCS,T&M,,97714,AIR4 - Reimbursable Work,Data Events & Services,Enterprise Technology Services,Matthew Cincera,,01-01-2023,31-01-2023,1,23,4027.32,T&M
22196,TCS,T&M,,97714,AIR4 - Reimbursable Work,Data Events & Services,Enterprise Technology Services,Matthew Cincera,,01-02-2023,28-02-2023,2,23,4249.99,T&M
22197,TCS,T&M,,97714,AIR4 - Reimbursable Work,Channel UI,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,36494.39,T&M
22198,TCS,T&M,,97714,AIR4 - Reimbursable Work,Channel UI,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,32459.55,T&M
22199,TCS,T&M,,97714,AIR4 - Reimbursable Work,Channel Performance and Analytics,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,1417.04,T&M
22200,TCS,T&M,,97714,AIR4 - Reimbursable Work,Channel Performance and Analytics,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,1777.1,T&M
22201,TCS,T&M,,97714,AIR4 - Reimbursable Work,PCC / SRT,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,159.56,T&M
22202,TCS,T&M,,97714,AIR4 - Reimbursable Work,PCC / SRT,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,478.68,T&M
22203,TCS,T&M,,97714,AIR4 - Reimbursable Work,Payments_ Offers and Core Apps,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,8297.12,T&M
22204,TCS,T&M,,97714,AIR4 - Reimbursable Work,Payments_ Offers and Core Apps,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,12764.8,T&M
22205,TCS,T&M,,97714,AIR4 - Reimbursable Work,AIR4 UI,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,12181.52,T&M
22206,TCS,T&M,,97714,AIR4 - Reimbursable Work,AIR4 UI,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,14331.2,T&M
22207,TCS,T&M,,97714,AIR4 - Reimbursable Work,BFFs and Payment API,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,8297.12,T&M
22208,TCS,T&M,,97714,AIR4 - Reimbursable Work,BFFs and Payment API,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,5983.5,T&M
22209,TCS,T&M,,97714,AIR4 - Reimbursable Work,CORE Check In,Operations Technology & Innovation,Matthew Cincera,,01-01-2023,31-01-2023,1,23,1116.92,T&M
22210,TCS,T&M,,97714,AIR4 - Reimbursable Work,CORE Check In,Operations Technology & Innovation,Matthew Cincera,,01-02-2023,28-02-2023,2,23,2393.4,T&M
22211,TCS,T&M,,97714,AIR4 - Reimbursable Work,SafeTrac_ Baggage Reroute_ Nexus_ RFID,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,1914.72,T&M
22212,TCS,T&M,,97714,AIR4 - Reimbursable Work,EQS Channel QA,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,2090.7,T&M
22213,TCS,T&M,,97714,AIR4 - Reimbursable Work,Fly Delta Mobile App - 2,Channels Technology,Matthew Cincera,,01-01-2023,31-01-2023,1,23,5425.04,T&M
22214,TCS,T&M,,97714,AIR4 - Reimbursable Work,Fly Delta Mobile App - 2,Channels Technology,Matthew Cincera,,01-02-2023,28-02-2023,2,23,3191.2,T&M
22215,TCS,T&M,,97714,AIR4 - Reimbursable Work,Service Recovery Systems,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-01-2023,31-01-2023,1,23,5425.04,T&M
22216,TCS,T&M,,97714,AIR4 - Reimbursable Work,Service Recovery Systems,Revenue_ Loyalty & Data Analytics,Matthew Schrag,,01-02-2023,28-02-2023,2,23,6382.4,T&M
22217,TCS,T&M,,97721,IT Communications,Communication,IT Transformation_ International_ AIR4,Mahesh Sogal,,01-01-2023,31-01-2023,1,23,10850.08,T&M
22218,TCS,T&M,,97721,IT Communications,Communication,IT Transformation_ International_ AIR4,Mahesh Sogal,,01-02-2023,28-02-2023,2,23,12764.8,T&M
